.species.name,tax.id,phage.nonphage,source,source.version,acc,n_clstr,nt,perc_id_to_rep,is_rep
Enterobacteria phage HK140,1147143,phage,NCBI Refseq,209,NC_019710,1902,40710,100,TRUE
Enterobacteria phage HK225,1147144,phage,NCBI Refseq,209,NC_019717,905,45366,100,TRUE
Escherichia phage HK446,1147145,phage,NCBI Refseq,209,NC_019714,1785,39026,100,TRUE
Escherichia phage HK630,1147146,phage,NCBI Refseq,209,NC_019723,1083,47090,100,TRUE
Escherichia phage HK633,1147147,phage,NCBI Refseq,209,NC_019719,412,41528,100,TRUE
Escherichia phage HK629,1147148,phage,NCBI Refseq,209,NC_019711,1073,47288,100,TRUE
Enterobacteria phage mEp043 c-1,1147149,phage,NCBI Refseq,209,NC_019706,178,42780,100,TRUE
Enterobacteria phage mEp235,1147150,phage,NCBI Refseq,209,NC_019708,2234,37595,100,TRUE
Enterobacteria phage mEp237,1147151,phage,NCBI Refseq,209,NC_019704,262,44375,100,TRUE
Enterobacteria phage mEp460,1147152,phage,NCBI Refseq,209,NC_019716,989,44510,100,TRUE
Escherichia phage mEpX1,1147153,phage,NCBI Refseq,209,NC_019709,421,41567,100,TRUE
Escherichia phage mEpX2,1147154,phage,NCBI Refseq,209,NC_019705,1798,38759,100,TRUE
Enterobacteria phage vB_EcoS_Rogue1,1147155,phage,NCBI Refseq,209,NC_019718,1116,45805,100,TRUE
Enterobacterial phage mEp213,1147156,phage,NCBI Refseq,209,NC_019720,224,44120,100,TRUE
Escherichia phage mEp234,1147157,phage,NCBI Refseq,209,NC_019715,1715,39578,100,TRUE
Enterobacterial phage mEp390,1147158,phage,NCBI Refseq,209,NC_019721,1924,40029,100,TRUE
Escherichia phage JLK-2012,1147722,phage,NCBI Refseq,209,NC_049942,3569,57198,100,TRUE
Escherichia phage P13374,1150869,phage,NCBI Refseq,209,NC_018846,4301,60894,100,TRUE
Vibrio phage pVp-1,1150989,phage,NCBI Refseq,209,NC_019529,2310,111506,100,TRUE
Enterobacter phage Enc34,1150990,phage,NCBI Refseq,209,NC_019524,4389,60496,100,TRUE
Sphingomonas phage PAU,1150991,phage,NCBI Refseq,209,NC_019521,2966,219372,100,TRUE
Ralstonia phage RSS0,1150992,phage,NCBI Refseq,209,NC_019548,4,7288,100,TRUE
Vibrio phage phi-A318,1151014,phage,NCBI Refseq,209,NC_025822,77,42544,100,TRUE
Helicobacter phage 1961P,1154995,phage,NCBI Refseq,209,NC_019512,1241,26836,100,TRUE
Pseudomonas phage NH-4,1158680,phage,NCBI Refseq,209,NC_019451,3882,66116,100,TRUE
Aeromonas virus 44RR2,115987,phage,NCBI Refseq,209,NC_005135,3053,173591,100,TRUE
Escherichia virus RB43,115991,phage,NCBI Refseq,209,NC_007023,2924,180500,100,TRUE
Vibrio phage nt-1 (nt-1),115992,phage,NCBI Refseq,209,NC_021529,3713,247511,100,TRUE
Bacillus phage PBC1,1161901,phage,NCBI Refseq,209,NC_017976,460,41164,100,TRUE
Pseudomonas phage MP42,1161903,phage,NCBI Refseq,209,NC_018274,2026,36847,100,TRUE
Weissella phage phiYS61,1161906,phage,NCBI Refseq,209,NC_018270,2051,33594,100,TRUE
Pseudomonas phage Lu11,1161927,phage,NCBI Refseq,209,NC_017972,1226,280538,100,TRUE
Vibrio phage SSP002,1161928,phage,NCBI Refseq,209,NC_041910,2578,76350,100,TRUE
Leuconostoc phage Lmd1,1161930,phage,NCBI Refseq,209,NC_018273,1264,26201,100,TRUE
Agrobacterium phage 7-7-1,1161931,phage,NCBI Refseq,209,NC_019519,4120,69391,100,TRUE
Mycobacterium phage Twister,1161933,phage,NCBI Refseq,209,NC_041982,3674,51094,100,TRUE
Mycobacterium phage Tiger,1161934,phage,NCBI Refseq,209,NC_041984,786,50332,100,TRUE
Salinivibrio phage CW02,1161935,phage,NCBI Refseq,209,NC_019540,692,49390,100,TRUE
Enterococcus phage vB_Efae230P-4,1161939,phage,NCBI Refseq,209,NC_025467,1697,17972,100,TRUE
Cronobacter phage CR9,1162290,phage,NCBI Refseq,209,NC_023717,3117,151924,100,TRUE
Cronobacter phage CR3,1162295,phage,NCBI Refseq,209,NC_017974,3073,149273,100,TRUE
Clostridium phage phiCP7R,1162304,phage,NCBI Refseq,209,NC_017980,1681,18397,100,TRUE
Clostridium phage phiCPV4,1162305,phage,NCBI Refseq,209,NC_018083,1692,17972,100,TRUE
Clostridium phage phiZP2,1162306,phage,NCBI Refseq,209,NC_018084,1694,18078,100,TRUE
Salmonella phage Ent1,1163482,phage,NCBI Refseq,209,NC_019539,523,42391,100,TRUE
Lactococcus virus ASCC191,1165134,phage,NCBI Refseq,209,NC_017688,1365,32414,100,TRUE
Lactococcus virus ASCC273,1165135,phage,NCBI Refseq,209,NC_017695,1352,32582,100,TRUE
Lactococcus virus ASCC281,1165136,phage,NCBI Refseq,209,NC_017702,1304,32023,100,TRUE
Lactococcus virus ASCC465,1165151,phage,NCBI Refseq,209,NC_017698,1328,31772,100,TRUE
Lactococcus virus ASCC532,1165160,phage,NCBI Refseq,209,NC_017696,1356,32384,100,TRUE
Staphylococcus phage phi7401PVL,1165702,phage,NCBI Refseq,209,NC_020199,1082,47252,100,TRUE
Cronobacter phage phiES15,1168280,phage,NCBI Refseq,209,NC_018454,1917,39974,100,TRUE
Vibrio phage VvAW1,1168281,phage,NCBI Refseq,209,NC_020488,2160,38682,100,TRUE
Nonlabens phage P12024S,1168478,phage,NCBI Refseq,209,NC_018271,2002,35700,100,TRUE
Nonlabens phage P12024L,1168479,phage,NCBI Refseq,209,NC_018272,2003,35652,100,TRUE
Salmonella phage vB_SemP_Emek,1168548,phage,NCBI Refseq,209,NC_018275,1743,39783,100,TRUE
Salmonella phage vB_SosS_Oslo,1168549,phage,NCBI Refseq,209,NC_018279,633,49116,100,TRUE
Stenotrophomonas phage Smp131,1168563,phage,NCBI Refseq,209,NC_023588,2049,33525,100,TRUE
Mycobacterium virus Avani,1168594,phage,NCBI Refseq,209,NC_023698,3440,54470,100,TRUE
Mycobacterium phage Aeneas,1168595,phage,NCBI Refseq,209,NC_023723,3396,53684,100,TRUE
Staphylococcus phage SMSAP5,1168612,phage,NCBI Refseq,209,NC_019513,937,45552,100,TRUE
Staphylococcus phage TEM123,1168613,phage,NCBI Refseq,209,NC_017968,69,43786,100,TRUE
Listeria phage vB_LmoM_AG20,1168744,phage,NCBI Refseq,209,NC_020871,2416,133057,100,TRUE
Enterococcus phage BC611,1173135,phage,NCBI Refseq,209,NC_018086,3450,53996,100,TRUE
Halocynthia phage JM-2012,1173297,phage,NCBI Refseq,209,NC_017975,2811,167292,100,TRUE
Salmonella virus SP126,1173741,phage,NCBI Refseq,209,NC_042066,3675,51092,100,TRUE
Listeria phage LP-030-2,1173743,phage,NCBI Refseq,209,NC_021539,2112,38275,100,TRUE
Listeria phage LP-026,1173745,phage,NCBI Refseq,209,NC_024375,3905,67150,100,TRUE
Listeria phage LP-037,1173747,phage,NCBI Refseq,209,NC_021787,3979,64756,100,TRUE
Listeria phage LP-110,1173748,phage,NCBI Refseq,209,NC_021785,3889,65132,100,TRUE
Salmonella phage FSL SP-031,1173749,phage,NCBI Refseq,209,NC_021775,597,42215,100,TRUE
Salmonella phage FSL SP-101,1173752,phage,NCBI Refseq,209,NC_042065,562,41873,100,TRUE
Salmonella virus FSLSP030,1173754,phage,NCBI Refseq,209,NC_021779,4360,59746,100,TRUE
Salmonella virus FSLSP088,1173757,phage,NCBI Refseq,209,NC_021780,4179,59454,100,TRUE
Salmonella phage FSL SP-058,1173761,phage,NCBI Refseq,209,NC_021772,2604,72394,100,TRUE
Salmonella phage FSL SP-076,1173762,phage,NCBI Refseq,209,NC_021782,4039,72098,100,TRUE
Listeria phage LP-048,1173764,phage,NCBI Refseq,209,NC_024359,2393,133048,100,TRUE
Listeria phage LP-124,1173765,phage,NCBI Refseq,209,NC_047745,2417,135764,100,TRUE
Listeria phage LP-125,1173766,phage,NCBI Refseq,209,NC_021781,29,135281,100,TRUE
Salmonella phage FSLSP004,1173769,phage,NCBI Refseq,209,NC_021774,1392,29742,100,TRUE
Mycobacterium phage SWU1,1175504,phage,NCBI Refseq,209,NC_017973,3858,52474,100,TRUE
Pseudomonas phage PaMx25,1175654,phage,NCBI Refseq,209,NC_041953,3496,57899,100,TRUE
Pseudomonas phage PaMx11,1175657,phage,NCBI Refseq,209,NC_028770,4341,59878,100,TRUE
Pseudomonas phage PaMx28,1175659,phage,NCBI Refseq,209,NC_028931,3341,55108,100,TRUE
Pseudomonas phage PaMx42,1175662,phage,NCBI Refseq,209,NC_028879,115,43225,100,TRUE
Pseudomonas phage PaMx74,1175663,phage,NCBI Refseq,209,NC_028809,4272,58637,100,TRUE
Croceibacter phage P2559S,1176422,phage,NCBI Refseq,209,NC_018276,1010,44988,100,TRUE
Marinomonas phage P12026,1176423,phage,NCBI Refseq,209,NC_018269,1333,31766,100,TRUE
Mycobacterium phage ICleared,1176425,phage,NCBI Refseq,209,NC_054800,3710,51440,100,TRUE
Yersinia phage YpP-Y,1176766,phage,NCBI Refseq,209,NC_047939,2230,37714,100,TRUE
Yersinia phage YpsP-G,1176767,phage,NCBI Refseq,209,NC_047940,2115,38288,100,TRUE
Salmonella phage SSU5,1177632,phage,NCBI Refseq,209,NC_018843,2363,103299,100,TRUE
Salisaeta icosahedral phage 1 (SSIP-1),1183239,phage,NCBI Refseq,209,NC_017983,353,43788,100,TRUE
Acinetobacter phage AP22,1187128,phage,NCBI Refseq,209,NC_017984,1134,46387,100,TRUE
Clostridium phage PhiS63,1187894,phage,NCBI Refseq,209,NC_017978,2045,33609,100,TRUE
Xanthomonas virus CP1,1188794,phage,NCBI Refseq,209,NC_019933,330,43870,100,TRUE
Xanthomonas citri phage CP2,1188795,phage,NCBI Refseq,209,NC_020205,156,42963,100,TRUE
Klebsiella phage NTUH-K2044-K1-1,1194091,phage,NCBI Refseq,209,NC_025418,329,43871,100,TRUE
Bacillus phage BtCS33,1194641,phage,NCBI Refseq,209,NC_018085,614,41992,100,TRUE
Mycobacterium virus Nepal,1194642,phage,NCBI Refseq,209,NC_041852,3448,53972,100,TRUE
Staphylococcus phage StauST398-1,1195068,phage,NCBI Refseq,209,NC_021326,904,45242,100,TRUE
Mycobacterium virus MacnCheese,1195070,phage,NCBI Refseq,209,NC_042338,4307,61567,100,TRUE
Staphylococcus phage StauST398-3,1195071,phage,NCBI Refseq,209,NC_021332,373,41392,100,TRUE
Bacillus phage vB_BceM_Bc431v3,1195072,phage,NCBI Refseq,209,NC_020873,3217,158621,100,TRUE
Mycobacterium virus Astro,1195075,phage,NCBI Refseq,209,NC_042337,3852,52494,100,TRUE
Staphylococcus phage Staph1N,1195076,phage,NCBI Refseq,209,NC_047722,3169,145647,100,TRUE
Staphylococcus phage A3R,1195077,phage,NCBI Refseq,209,NC_047723,3182,141018,100,TRUE
Staphylococcus phage Fi200W,1195078,phage,NCBI Refseq,209,NC_047725,26,148481,97.04,FALSE
Staphylococcus phage MSA6,1195079,phage,NCBI Refseq,209,NC_047726,3062,148243,100,TRUE
Staphylococcus phage P4W,1195080,phage,NCBI Refseq,209,NC_047727,3090,147590,100,TRUE
Staphylococcus phage 676Z,1195081,phage,NCBI Refseq,209,NC_047724,26,148564,100,TRUE
Cronobacter phage CR5,1195085,phage,NCBI Refseq,209,NC_021531,3145,223989,100,TRUE
Staphylococcus phage SA13,1195086,phage,NCBI Refseq,209,NC_021863,530,42652,100,TRUE
Enterobacteriaphage UAB_Phi87,1197935,phage,NCBI Refseq,209,NC_027360,2682,87603,100,TRUE
Celeribacter phage P12053L,1197951,phage,NCBI Refseq,209,NC_018280,1776,38889,100,TRUE
Staphylococcus virus IPLA5,1197952,phage,NCBI Refseq,209,NC_018281,306,43581,100,TRUE
Staphylococcus virus IPLA7,1197953,phage,NCBI Refseq,209,NC_018284,621,42123,100,TRUE
Aeromonas phage Aes508,1198013,phage,NCBI Refseq,209,NC_019543,3249,160646,100,TRUE
Aeromonas phage Aes012,1198014,phage,NCBI Refseq,209,NC_020879,3253,161978,100,TRUE
Staphylococcus phage Stau2,1200862,phage,NCBI Refseq,209,NC_030933,2437,133798,100,TRUE
Escherichia phage MS2,12022,phage,NCBI Refseq,209,NC_001417,1526,3569,100,TRUE
Enterobacteria phage SP,12027,phage,NCBI Refseq,209,NC_004301,1535,4276,100,TRUE
Helicobacter phage KHP40,1204178,phage,NCBI Refseq,209,NC_019931,1260,26449,100,TRUE
Mycobacterium phage Taj,1204515,phage,NCBI Refseq,209,NC_025433,4216,58550,100,TRUE
Aeromonas phage CC2,1204516,phage,NCBI Refseq,209,NC_019538,2768,231743,100,TRUE
Pseudomonas phage MP1412,1204517,phage,NCBI Refseq,209,NC_018282,4306,61167,100,TRUE
Escherichia phage ECML-117,1204521,phage,NCBI Refseq,209,NC_025441,3907,66854,100,TRUE
Escherichia phage ECML-134,1204522,phage,NCBI Refseq,209,NC_025449,2903,166783,100,TRUE
Escherichia phage ECML-4,1204523,phage,NCBI Refseq,209,NC_025446,3327,157308,100,TRUE
Streptomyces phage phiHau3,1204524,phage,NCBI Refseq,209,NC_018836,873,50255,100,TRUE
Streptomyces phage SV1,1204525,phage,NCBI Refseq,209,NC_018848,2244,37612,100,TRUE
Salmonella phage SKML-39,1204528,phage,NCBI Refseq,209,NC_019910,3198,159624,100,TRUE
Salmonella phage SSE121,1204529,phage,NCBI Refseq,209,NC_027351,3086,147745,100,TRUE
Salmonella phage STML-13-1,1204530,phage,NCBI Refseq,209,NC_042061,3315,157235,100,TRUE
Salmonella phage STML-198,1204531,phage,NCBI Refseq,209,NC_027344,3309,158099,100,TRUE
Bacillus phage phiAGATE,1204533,phage,NCBI Refseq,209,NC_020081,3091,149844,100,TRUE
Clostridium phage phiMMP02,1204534,phage,NCBI Refseq,209,NC_019421,760,48396,100,TRUE
Clostridium phage phiMMP04,1204535,phage,NCBI Refseq,209,NC_019422,1332,31674,100,TRUE
Caulobacter virus phiCbK,1204537,phage,NCBI Refseq,209,NC_019405,2960,215710,100,TRUE
Pseudomonas phage Phi-S1,1204538,phage,NCBI Refseq,209,NC_021062,1960,40192,100,TRUE
Pectobacterium phage My1,1204539,phage,NCBI Refseq,209,NC_018837,2508,122024,100,TRUE
Enterococcus phage EfaCPT1,1204540,phage,NCBI Refseq,209,NC_025465,441,40923,100,TRUE
Salmonella phage wksl3,1204541,phage,NCBI Refseq,209,NC_041992,553,42633,100,TRUE
Pseudomonas phage PA26,1204542,phage,NCBI Refseq,209,NC_041907,4048,72321,100,TRUE
Staphylococcus virus SA11,1204543,phage,NCBI Refseq,209,NC_019511,2429,136326,100,TRUE
Streptococcus phage MM1,120574,phage,NCBI Refseq,209,NC_003050,1944,40248,100,TRUE
Lactobacillus phage phiAQ113,1206110,phage,NCBI Refseq,209,NC_019782,2030,36566,100,TRUE
Yersinia phage phiR8-01,1206556,phage,NCBI Refseq,209,NC_047951,625,42085,100,TRUE
Yersinia phage phiR2-01,1206557,phage,NCBI Refseq,209,NC_019919,2502,122696,100,TRUE
Yersinia phage phiR1-RT,1206558,phage,NCBI Refseq,209,NC_019909,2824,168809,100,TRUE
Yersinia phage phi80-18,1206559,phage,NCBI Refseq,209,NC_019911,508,42406,100,TRUE
Yersinia phage phiD1,1206560,phage,NCBI Refseq,209,NC_027353,2901,167063,100,TRUE
Helicobacter phage KHP30,1208236,phage,NCBI Refseq,209,NC_019928,1267,26215,100,TRUE
Streptococcus phage SPQS1,1208587,phage,NCBI Refseq,209,NC_021868,4226,58305,100,TRUE
Streptomyces phage phiELB20,1211278,phage,NCBI Refseq,209,NC_041849,3721,51160,100,TRUE
Salmonella phage vB_SenS_AG11,1211279,phage,NCBI Refseq,209,NC_041991,414,41546,100,TRUE
Stenotrophomonas phage IME13,1211280,phage,NCBI Refseq,209,NC_029000,3233,162327,100,TRUE
Mycobacterium virus Arturo,1211281,phage,NCBI Refseq,209,NC_042339,3618,51500,100,TRUE
Mycobacterium virus Goose,1211282,phage,NCBI Refseq,209,NC_042340,825,50645,100,TRUE
Mycobacterium virus Marcell,1211283,phage,NCBI Refseq,209,NC_041853,639,49186,100,TRUE
Staphylococcus phage SP5,1211285,phage,NCBI Refseq,209,NC_054977,97,43305,100,TRUE
Pectobacterium phage PhiM1,1211386,phage,NCBI Refseq,209,NC_041854,348,43827,100,TRUE
uncultured crAssphage,1211417,phage,NCBI Refseq,209,NC_024711,2332,97065,100,TRUE
Caulobacter phage CcrColossus,1211640,phage,NCBI Refseq,209,NC_019406,2072,279967,100,TRUE
Caulobacter virus Karma,1211641,phage,NCBI Refseq,209,NC_019410,3041,221828,100,TRUE
Caulobacter virus Magneto,1211642,phage,NCBI Refseq,209,NC_019407,2969,218929,100,TRUE
Caulobacter virus Rogue,1211643,phage,NCBI Refseq,209,NC_019408,3121,223720,100,TRUE
Caulobacter virus Swift,1211644,phage,NCBI Refseq,209,NC_019411,2971,219216,100,TRUE
Escherichia phage ADB-2,1216926,phage,NCBI Refseq,209,NC_019725,772,50552,100,TRUE
Pectobacterium phage PP1,1217810,phage,NCBI Refseq,209,NC_019542,269,44400,100,TRUE
Rhizobium phage RHEph01,1220601,phage,NCBI Refseq,209,NC_047738,148,43444,100,TRUE
Rhizobium phage RHEph02,1220602,phage,NCBI Refseq,209,NC_047868,1143,46486,100,TRUE
Rhizobium phage RHEph04,1220604,phage,NCBI Refseq,209,NC_041908,15,53018,99.9,FALSE
Rhizobium phage RHEph06,1220714,phage,NCBI Refseq,209,NC_027296,15,53721,100,TRUE
Rhizobium phage RHEph08,1220715,phage,NCBI Refseq,209,NC_047869,315,43619,100,TRUE
Rhizobium phage RHEph09,1220716,phage,NCBI Refseq,209,NC_047870,1109,45962,100,TRUE
Rhizobium phage RHEph10,1220717,phage,NCBI Refseq,209,NC_034248,2477,115042,100,TRUE
Acinetobacter phage YMC/09/02/B1251,1221835,phage,NCBI Refseq,209,NC_019541,906,45364,100,TRUE
Enterobacteria phage GEC-3S,1222338,phage,NCBI Refseq,209,NC_025425,2877,163424,100,TRUE
Pseudomonas phage JBD24,1223259,phage,NCBI Refseq,209,NC_020203,2199,37095,100,TRUE
Pseudomonas phage JBD30,1223260,phage,NCBI Refseq,209,NC_020198,2201,36947,100,TRUE
Pseudomonas phage JBD5,1223261,phage,NCBI Refseq,209,NC_020202,2218,37740,100,TRUE
Pseudomonas phage JBD88a,1223262,phage,NCBI Refseq,209,NC_020200,2035,36429,100,TRUE
Enterobacteria phage SfI,1225789,phage,NCBI Refseq,209,NC_027339,2167,38389,100,TRUE
Pseudomonas phage MPK7,1225790,phage,NCBI Refseq,209,NC_022091,180,42874,100,TRUE
Pseudomonas phage JD18,1225791,phage,NCBI Refseq,209,NC_027986,1786,39014,100,TRUE
Pseudomonas phage JBD25,1225792,phage,NCBI Refseq,209,NC_027992,1719,39552,100,TRUE
Pseudomonas phage JBD67,1225793,phage,NCBI Refseq,209,NC_042135,2139,38232,100,TRUE
Lactobacillus virus ATCC8014,1225794,phage,NCBI Refseq,209,NC_019916,2225,38002,100,TRUE
Lactobacillus phage ATCC 8014-B2,1225795,phage,NCBI Refseq,209,NC_047739,2779,80617,100,TRUE
Listeria phage P70,1225800,phage,NCBI Refseq,209,NC_018831,3904,67170,100,TRUE
Mycobacterium virus Dorothy,1225861,phage,NCBI Refseq,209,NC_041855,4250,58866,100,TRUE
Mycobacterium virus Rebeuca,1225862,phage,NCBI Refseq,209,NC_042341,3730,51235,100,TRUE
Stx2-converting phage Stx2a_F451,1226255,phage,NCBI Refseq,209,NC_049924,3935,64900,100,TRUE
Stx2-converting phage Stx2a_WGPS9,1226258,phage,NCBI Refseq,209,NC_049923,3553,56224,100,TRUE
Stx2-converting phage Stx2a_WGPS2,1226260,phage,NCBI Refseq,209,NC_049941,4236,58326,100,TRUE
Stx2-converting phage Stx2a_WGPS6,1226262,phage,NCBI Refseq,209,NC_049945,3471,57849,100,TRUE
Stx2-converting phage Stx2a_WGPS8,1226263,phage,NCBI Refseq,209,NC_049944,3328,55023,100,TRUE
Lactococcus phage BM13,1229751,phage,NCBI Refseq,209,NC_021861,1423,30910,100,TRUE
Campylobacter phage CP30A,1229752,phage,NCBI Refseq,209,NC_018861,2435,133572,100,TRUE
Escherichia phage phAPEC8,1229753,phage,NCBI Refseq,209,NC_020079,3083,147737,100,TRUE
Vibrio phage vB_VpaM_MAR,1229754,phage,NCBI Refseq,209,NC_019722,382,41351,100,TRUE
Vibrio phage vB_VpaS_MAR10,1229755,phage,NCBI Refseq,209,NC_019713,2724,78751,100,TRUE
Escherichia phage EC6,1229757,phage,NCBI Refseq,209,NC_027369,2675,86231,100,TRUE
Acinetobacter phage phiAC-1,1229760,phage,NCBI Refseq,209,NC_028995,118,43216,100,TRUE
Propionibacterium phage P9.1,1229782,phage,NCBI Refseq,209,NC_018834,1191,29214,100,TRUE
Propionibacterium phage P14,1229784,phage,NCBI Refseq,209,NC_018839,1210,29729,100,TRUE
Propionibacterium phage P101A,1229786,phage,NCBI Refseq,209,NC_018841,1207,29574,100,TRUE
Propionibacterium phage P104A,1229787,phage,NCBI Refseq,209,NC_018845,1167,29371,100,TRUE
Propionibacterium phage P105,1229788,phage,NCBI Refseq,209,NC_018849,1234,29202,100,TRUE
Propionibacterium phage P100D,1229789,phage,NCBI Refseq,209,NC_018852,1232,29506,100,TRUE
Propionibacterium phage P100_A,1229790,phage,NCBI Refseq,209,NC_018838,1230,29505,100,TRUE
Propionibacterium phage P100_1,1229791,phage,NCBI Refseq,209,NC_018840,1204,29612,100,TRUE
Propionibacterium phage P1.1,1229792,phage,NCBI Refseq,209,NC_018842,1168,29348,100,TRUE
Propionibacterium phage ATCC29399B_T,1229793,phage,NCBI Refseq,209,NC_018847,48,29516,100,TRUE
Propionibacterium phage ATCC29399B_C,1229794,phage,NCBI Refseq,209,NC_018851,48,29516,95.27,FALSE
Pseudomonas phage vB_PaeM_C2-10_Ab1,1231048,phage,NCBI Refseq,209,NC_019918,2694,92777,100,TRUE
Vibrio phage VPMS1,1233488,phage,NCBI Refseq,209,NC_021776,510,42313,100,TRUE
Clostridium phage c-st,12336,phage,NCBI Refseq,209,NC_007581,2933,185683,100,TRUE
Pseudomonas phage vB_PaeP_p2-10_Or1,1234701,phage,NCBI Refseq,209,NC_019813,248,44030,100,TRUE
Lactobacillus phage LL-H,12348,phage,NCBI Refseq,209,NC_009554,2104,34659,100,TRUE
Escherichia phage RB69 (RB69),12353,phage,NCBI Refseq,209,NC_004928,2792,167560,100,TRUE
Providencia phage Redjac,1235559,phage,NCBI Refseq,209,NC_018832,3503,58104,100,TRUE
Propionibacterium phage PHL010M04,1235645,phage,NCBI Refseq,209,NC_022336,6,29511,100,TRUE
Propionibacterium phage PHL037M02,1235646,phage,NCBI Refseq,209,NC_022339,49,29443,99.45,FALSE
Propionibacterium phage PHL060L00,1235647,phage,NCBI Refseq,209,NC_022338,1228,29514,100,TRUE
Propionibacterium phage PHL067M10,1235649,phage,NCBI Refseq,209,NC_022335,63,29377,100,TRUE
Propionibacterium phage PHL071N05,1235650,phage,NCBI Refseq,209,NC_022337,1219,29467,100,TRUE
Propionibacterium phage PHL111M01,1235653,phage,NCBI Refseq,209,NC_022342,1280,29140,100,TRUE
Propionibacterium phage PHL112N00,1235654,phage,NCBI Refseq,209,NC_022334,1199,29266,100,TRUE
Propionibacterium phage PHL113M01,1235655,phage,NCBI Refseq,209,NC_022341,1279,29200,100,TRUE
Propionibacterium phage PHL114L00,1235656,phage,NCBI Refseq,209,NC_022340,1224,29464,100,TRUE
Staphylococcus phage vB_SauM_Remus,1235659,phage,NCBI Refseq,209,NC_022090,2442,134643,100,TRUE
Staphylococcus phage vB_SauM_Romulus,1235660,phage,NCBI Refseq,209,NC_020877,2411,131332,100,TRUE
Pseudomonas phage UFV-P2,1235661,phage,NCBI Refseq,209,NC_018850,959,45517,100,TRUE
Pseudomonas phage AF,1235689,phage,NCBI Refseq,209,NC_019923,528,42689,100,TRUE
Acinetobacter phage Abp1,1235824,phage,NCBI Refseq,209,NC_021316,600,42185,100,TRUE
Klebsiella phage JD001,1236000,phage,NCBI Refseq,209,NC_020204,651,48814,100,TRUE
Staphylococcus virus 11,12360,phage,NCBI Refseq,209,NC_004615,320,43604,100,TRUE
Escherichia phage NJ01,1237159,phage,NCBI Refseq,209,NC_018835,2741,77448,100,TRUE
Escherichia phage HX01,1237364,phage,NCBI Refseq,209,NC_018855,3013,169158,100,TRUE
Lactococcus phage phiLC3,12390,phage,NCBI Refseq,209,NC_005822,1311,32172,100,TRUE
Streptococcus phage phiNJ2,1239381,phage,NCBI Refseq,209,NC_019418,2187,37282,100,TRUE
Stenotrophomonas phage IME15,1239382,phage,NCBI Refseq,209,NC_019416,2173,38513,100,TRUE
Staphylococcus phage JD007,1239383,phage,NCBI Refseq,209,NC_019726,3178,141836,100,TRUE
Escherichia phage IME11,1239384,phage,NCBI Refseq,209,NC_019423,2615,72570,100,TRUE
Staphylococcus phage SA5,1239385,phage,NCBI Refseq,209,NC_047721,3150,137031,100,TRUE
Streptomyces phage phiCAM,1239386,phage,NCBI Refseq,209,NC_041856,781,50348,100,TRUE
Streptococcus phage EJ-1,12402,phage,NCBI Refseq,209,NC_005294,160,42935,100,TRUE
Salmonella virus PsP3,12407,phage,NCBI Refseq,209,NC_005340,1382,30636,100,TRUE
Lactobacillus phage phiadh,12417,phage,NCBI Refseq,209,NC_000896,340,43785,100,TRUE
