REGION,REGION_LENGTH,COMPLETENESS(score),SPECIFIC_KEYWORD,REGION_POSITION,TRNA_NUM,TOTAL_PROTEIN_NUM,PHAGE_HIT_PROTEIN_NUM,HYPOTHETICAL_PROTEIN_NUM,PHAGE+HYPO_PROTEIN_PERCENTAGE,BACTERIAL_PROTEIN_NUM,ATT_SITE_SHOWUP,PHAGE_SPECIES_NUM,MOST_COMMON_PHAGE_NAME(hit_genes_count),FIRST_MOST_COMMON_PHAGE_NUM,FIRST_MOST_COMMON_PHAGE_PERCENTAGE,GC_PERCENTAGE,acc,MOST_COMMON_PHAGE_NAME,MOST_COMMON_PHAGE_NUM,MOST_COMMON_PHAGE_PERCENTAGE
1,12.7Kb,incomplete(40),"tail,integrase",1774953-1787685,0,12,8,0,66.6%,4,yes,4,"PHAGE_Stenot_S1_NC_011589(4),PHAGE_Shewan_1/44_NC_025463(4),PHAGE_Ralsto_RS138_NC_029107(3),PHAGE_Pseudo_JBD18_NC_027986(2),PHAGE_Pseudo_JBD25_NC_027992(2),PHAGE_Pseudo_vB_PaeS_PM105_NC_028667(2),PHAGE_Burkho_BcepMu_NC_005882(2),PHAGE_Acinet_vB_AbaS_TRS1_NC_031098(1),PHAGE_Pseudo_PAJU2_NC_011373(1),PHAGE_Clostr_phiC2_NC_009231(1),PHAGE_Pseudo_B3_NC_006548(1),PHAGE_Gordon_Kita_NC_031233(1),PHAGE_Pseudo_D3_NC_002484(1),PHAGE_Clostr_phiCD27_NC_011398(1),PHAGE_Clostr_phiCDHM19_NC_028996(1),PHAGE_Burkho_phiE255_NC_009237(1),PHAGE_Pseudo_vB_PaeP_Tr60_Ab31_NC_023575(1)",4,33.33%,50.02%,CR522870.1,NA,NA,NA
2,19.2Kb,questionable(70),"virion,portal,terminase,integrase",2277660-2296904,0,13,11,0,84.6%,2,yes,6,"PHAGE_Cronob_phiES15_NC_018454(3),PHAGE_Pseudo_F116_NC_006552(3),PHAGE_Vibrio_SIO_2_NC_016567(2),PHAGE_Entero_Tyrion_NC_031077(1),PHAGE_Sinorh_PBC5_NC_003324(1),PHAGE_Stx2_vB_EcoP_24B_NC_027984(1),PHAGE_Mycoba_ShedlockHolmes_NC_028846(1),PHAGE_Mycoba_Bruns_NC_023687(1),PHAGE_Vibrio_12A10_NC_029067(1),PHAGE_Pseudo_MD8_NC_031091(1),PHAGE_Mycoba_Rufus_NC_028810(1),PHAGE_Pseudo_phi297_NC_016762(1),PHAGE_Vibrio_12B3_NC_021067(1),PHAGE_Pseudo_vB_PaeP_Tr60_Ab31_NC_023575(1),PHAGE_Pseudo_YMC11/07/P54_PAE_BP_NC_030909(1),PHAGE_Mycoba_PattyP_NC_021297(1),PHAGE_Pseudo_phiCTX_NC_003278(1),PHAGE_Psychr_Psymv2_NC_023734(1),PHAGE_Shewan_3/49_NC_025466(1),PHAGE_Vibrio_12B12_NC_021070(1),PHAGE_Cellul_phi39:1_NC_021804(1),PHAGE_Shigel_POCJ13_NC_025434(1),PHAGE_Pseudo_PAJU2_NC_011373(1),PHAGE_Entero_933W_NC_000924(1),PHAGE_Erwini_PEp14_NC_016767(1),PHAGE_Stx2_c_86_NC_008464(1),PHAGE_Mycoba_Keshu_NC_026603(1),PHAGE_Stx2_II_NC_004914(1),PHAGE_Entero_VT2_Sakai_NC_000902(1),PHAGE_Escher_P13374_NC_018846(1),PHAGE_Entero_P2_NC_001895(1),PHAGE_Pseudo_PS_1_NC_029066(1),PHAGE_Shigel_Stx_NC_029120(1)",3,23.07%,44.30%,CR522870.1,NA,NA,NA
1,11.7Kb,incomplete(20),plate,216245-227995,0,12,8,1,75%,3,no,8,"PHAGE_Thermu_phiYS40_NC_008584(2),PHAGE_Thermu_TMA_NC_015937(2),PHAGE_Bacill_CP_51_NC_025423(2),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Strept_YMC_2011_NC_018285(1),PHAGE_Rhodot_RM378_NC_004735(1),PHAGE_Salini_CW02_NC_019540(1),PHAGE_Flavob_1H_NC_031911(1),PHAGE_Cyanop_PSS2_NC_013021(1),PHAGE_Helico_1961P_NC_019512(1),PHAGE_Bacill_Shanette_NC_028983(1),PHAGE_Entero_RB43_NC_007023(1),PHAGE_Escher_Lw1_NC_021344(1),PHAGE_Citrob_Margaery_NC_028755(1),PHAGE_Pseudo_O4_NC_031274(1),PHAGE_Vibrio_nt_1_NC_021529(1),PHAGE_Bacill_Bcp1_NC_024137(1),PHAGE_Lister_B025_NC_009812(1),PHAGE_Bacill_Blue_NC_031056(1),PHAGE_Bacill_JL_NC_028982(1),PHAGE_Citrob_CVT22_NC_027988(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Cronob_vB_CsaM_GAP161_NC_019398(1),PHAGE_Xantho_Xp15_NC_007024(1),PHAGE_Helico_KHP30_NC_019928(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Entero_RB16_NC_014467(1),PHAGE_Pseudo_PA11_NC_007808(1),PHAGE_Helico_phiHP33_NC_016568(1),PHAGE_Pseudo_VCM_NC_029065(1)",1,16.66%,50.57%,BX842601.2,NA,NA,NA
1,38.8Kb,questionable(90),"integrase,portal,head,capsid,tail",151930-190741,0,36,16,15,86.1%,5,yes,6,NA,NA,NA,52.27%,BX248353.1,PHAGE_Coryne_BFK20,11,30.5%
2,17.6Kb,questionable(80),"terminase,portal,lysin,head,tail,integrase",1863158-1880855,0,15,11,3,93.3%,1,yes,5,NA,NA,NA,55.23%,BX248353.1,PHAGE_Rhodoc_RRH1,7,46.6%
1,3.4Kb,incomplete(10),NA,132242-135661,0,6,6,0,100%,0,no,1,"PHAGE_Entero_phi92_NC_023693(4),PHAGE_Sphing_PAU_NC_019521(4),PHAGE_Escher_phAPEC8_NC_020079(4),PHAGE_Bacill_SP_15_NC_031245(1),PHAGE_Synech_S_SM2_NC_015279(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Synech_ACG_2014f_NC_026927(1),PHAGE_Synech_ACG_2014f_NC_026927(1)",6,66.66%,64.42%,BX571963.1,NA,NA,NA
2,13.1Kb,incomplete(40),transposase,843306-856412,0,8,6,1,87.5%,1,yes,5,"PHAGE_Bacill_SP_15_NC_031245(2),PHAGE_Microc_MaMV_DC_NC_029002(2),PHAGE_Mannhe_vB_MhM_587AP1_NC_028898(1),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Spirop_1_C74_NC_003793(1),PHAGE_Pseudo_YuA_NC_010116(1),PHAGE_Pseudo_MP1412_NC_018282(1)",2,25%,62.16%,BX571963.1,NA,NA,NA
3,21.1Kb,incomplete(20),transposase,1394358-1415554,0,20,10,4,70%,6,yes,9,"PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(2),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(2),PHAGE_Bacill_G_NC_023719(2),PHAGE_Flavob_1H_NC_031911(2),PHAGE_Salisa_1_NC_017983(1),PHAGE_Ralsto_RSP15_NC_030948(1),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Aeromo_Aes012_NC_020879(1),PHAGE_Cyanop_KBS_S_2A_NC_020854(1),PHAGE_Vibrio_KVP40_NC_005083(1),PHAGE_Ralsto_RSY1_NC_025115(1),PHAGE_Helico_1961P_NC_019512(1),PHAGE_Burkho_KS5_NC_015265(1),PHAGE_Azospi_Cd_NC_010355(1),PHAGE_Synech_S_CBS1_NC_016164(1),PHAGE_Mycoba_Phantastic_NC_024148(1),PHAGE_Synech_S_CBS2_NC_015463(1),PHAGE_Escher_KBNP1711_NC_023593(1),PHAGE_Halovi_HGTV_1_NC_021328(1),PHAGE_Erwini_Ea35_70_NC_023557(1),PHAGE_Synech_S_CBS3_NC_015465(1),PHAGE_Clostr_phiCT9441A_NC_029022(1),PHAGE_Bacill_JBP901_NC_027352(1),PHAGE_Helico_KHP30_NC_019928(1),PHAGE_Helico_phiHP33_NC_016568(1)",2,10%,63.13%,BX571963.1,NA,NA,NA
4,9.5Kb,incomplete(60),"head,tail",2128329-2137874,0,14,8,2,71.4%,4,no,6,"PHAGE_Brucel_BiPBO1_NC_031264(3),PHAGE_Rhodob_RcapNL_NC_020489(3),PHAGE_Geobac_GBK2_NC_023612(2),PHAGE_Paraco_vB_PmaS_IMEP1_NC_026608(2),PHAGE_Rhodob_RcRhea_NC_028954(2),PHAGE_Phage_phiJL001_NC_006938(2),PHAGE_Paenib_Fern_NC_028851(1),PHAGE_Idioma_1N2_2_NC_025439(1),PHAGE_Bacter_Diva_NC_028788(1),PHAGE_Nitrin_1M3_16_NC_024217(1),PHAGE_Pseudo_Pq0_NC_029100(1),PHAGE_Paenib_phiIBB_Pl23_NC_021865(1),PHAGE_Strept_mu1/6_NC_007967(1),PHAGE_Vibrio_pYD38_B_NC_021561(1),PHAGE_Entero_mEp235_NC_019708(1),PHAGE_Roseob_1_NC_015466(1),PHAGE_Ralsto_RSL2_NC_028950(1),PHAGE_Colwel_9A_NC_018088(1),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Rhizob_vB_RglS_P106B_NC_023566(1),PHAGE_Caulob_swift_NC_019411(1),PHAGE_Caulob_CcrColossus_NC_019406(1),PHAGE_Bacter_Rani_NC_029084(1),PHAGE_Edward_eiAU_183_NC_023555(1),PHAGE_Pseudo_YMC11/02/R656_NC_028657(1),PHAGE_Strept_phiSASD1_NC_014229(1)",2,21.42%,67.04%,BX571963.1,NA,NA,NA
5,10.1Kb,incomplete(20),tail,4422906-4433091,0,10,10,0,100%,0,no,9,"PHAGE_Prochl_P_SSM2_NC_006883(3),PHAGE_Escher_phAPEC8_NC_020079(2),PHAGE_Prochl_P_TIM68_NC_028955(2),PHAGE_Synech_S_SM2_NC_015279(2),PHAGE_Bacill_SP_15_NC_031245(1),PHAGE_Synech_S_SSM7_NC_015287(1),PHAGE_Sinorh_phiN3_NC_028945(1),PHAGE_Sphing_PAU_NC_019521(1),PHAGE_Synech_S_SKS1_NC_020851(1),PHAGE_Synech_ACG_2014f_NC_026927(1),PHAGE_Caulob_Cr30_NC_025422(1),PHAGE_Synech_S_CAM1_NC_020837(1),PHAGE_Synech_ACG_2014f_NC_026927(1),PHAGE_Entero_phi92_NC_023693(1),PHAGE_Cyanop_MED4_117_NC_020857(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Pelagi_HTVC008M_NC_020484(1),PHAGE_Sinorh_phiM12_NC_027204(1),PHAGE_Prochl_MED4_184_NC_020847(1)",2,30%,64.93%,BX571963.1,NA,NA,NA
1,22.5Kb,intact(150),"tail,plate",10251-32806,0,30,26,2,93.3%,2,no,12,"PHAGE_Salmon_Fels_2_NC_010463(11),PHAGE_Salmon_RE_2010_NC_019488(10),PHAGE_Entero_PsP3_NC_005340(6),PHAGE_Erwini_ENT90_NC_019932(5),PHAGE_Escher_pro483_NC_028943(5),PHAGE_Salmon_SP_004_NC_021774(4),PHAGE_Entero_186_NC_001317(4),PHAGE_Entero_P2_NC_001895(4),PHAGE_Escher_D108_NC_013594(3),PHAGE_Yersin_L_413C_NC_004745(3),PHAGE_Entero_WPhi_NC_005056(3),PHAGE_Salmon_SEN4_NC_029015(3),PHAGE_Entero_fiAA91_ss_NC_022750(3),PHAGE_Salmon_SEN1_NC_029003(3),PHAGE_Escher_pro147_NC_028896(3),PHAGE_Salmon_SEN5_NC_028701(3),PHAGE_Entero_HK106_NC_019768(2),PHAGE_Entero_HK97_NC_002167(2),PHAGE_Entero_P88_NC_026014(2),PHAGE_Aeromo_vB_AsaM_56_NC_019527(1),PHAGE_Entero_Mu_NC_000929(1),PHAGE_Aeromo_31_NC_007022(1),PHAGE_Entero_HK629_NC_019711(1),PHAGE_Burkho_phi52237_NC_007145(1),PHAGE_Aeromo_65_NC_015251(1),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Pseudo_PhiCHU_NC_028933(1),PHAGE_Aeromo_phiO18P_NC_009542(1),PHAGE_Pseudo_phiCTX_NC_003278(1),PHAGE_Burkho_KL3_NC_015266(1),PHAGE_Erwini_phiEa2809_NC_027340(1),PHAGE_Entero_P1_NC_005856(1),PHAGE_Phage_Gifsy_2_NC_010393(1),PHAGE_Vibrio_vB_VpaM_MAR_NC_019722(1),PHAGE_Burkho_KS14_NC_015273(1),PHAGE_Pseudo_vB_PaeP_p2_10_Or1_NC_019813(1),PHAGE_Burkho_phiE12_2_NC_009236(1),PHAGE_Vibrio_VP58.5_NC_027981(1),PHAGE_Clostr_phiCTP1_NC_014457(1),PHAGE_Citrob_CVT22_NC_027988(1),PHAGE_Pseudo_PaP3_NC_004466(1),PHAGE_Entero_HK630_NC_019723(1),PHAGE_Pseudo_PA11_NC_007808(1),PHAGE_Aeromo_44RR2.8t_NC_005135(1),PHAGE_Aeromo_CC2_NC_019538(1),PHAGE_Entero_SfMu_NC_027382(1),PHAGE_Burkho_phiE202_NC_009234(1)",11,36.66%,40.71%,BX470251.1,NA,NA,NA
2,11.9Kb,incomplete(30),"plate,transposase",490798-502770,0,8,8,0,100%,0,no,5,"PHAGE_Burkho_phi6442_NC_009235(2),PHAGE_Campyl_NCTC12673_NC_015464(1),PHAGE_Campyl_PC14_NC_031909(1),PHAGE_Strept_20617_NC_023503(1),PHAGE_Ralsto_RSY1_NC_025115(1),PHAGE_Burkho_phiE125_NC_003309(1),PHAGE_Burkho_ST79_NC_021343(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Burkho_phiE12_2_NC_009236(1),PHAGE_Campyl_CP30A_NC_018861(1),PHAGE_Burkho_KL3_NC_015266(1)",4,25%,45.97%,BX470251.1,NA,NA,NA
3,15.9Kb,incomplete(50),"integrase,transposase,capsid",978408-994390,0,10,7,3,100%,0,yes,7,"PHAGE_Bacill_G_NC_023719(2),PHAGE_Mannhe_vB_MhM_587AP1_NC_028898(1),PHAGE_Staphy_phiPV83_NC_002486(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Salmon_SEN5_NC_028701(1),PHAGE_Entero_mEpX1_NC_019709(1),PHAGE_Entero_phi80_NC_021190(1),PHAGE_Plankt_PaV_LD_NC_016564(1),PHAGE_Staphy_StauST398_4_NC_023499(1),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(1),PHAGE_Entero_P88_NC_026014(1),PHAGE_Cyanop_P_RSM6_NC_020855(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Cronob_phiES15_NC_018454(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Entero_mEp237_NC_019704(1),PHAGE_Salmon_SEN4_NC_029015(1),PHAGE_Synech_S_WAM1_NC_031944(1),PHAGE_Entero_HK225_NC_019717(1)",1,20%,34.49%,BX470251.1,NA,NA,NA
4,10.1Kb,incomplete(20),transposase,1785333-1795520,0,7,7,0,100%,0,no,5,"PHAGE_Burkho_phiE125_NC_003309(2),PHAGE_Burkho_phi1026b_NC_005284(2),PHAGE_Burkho_phi6442_NC_009235(2),PHAGE_Burkho_phiE12_2_NC_009236(2),PHAGE_Campyl_PC14_NC_031909(1),PHAGE_Escher_slur01_NC_028831(1),PHAGE_Ralsto_RSY1_NC_025115(1),PHAGE_Serrat_Eta_NC_021563(1),PHAGE_Acidia_9_NC_010537(1),PHAGE_Burkho_ST79_NC_021343(1),PHAGE_Campyl_CP30A_NC_018861(1),PHAGE_Entero_CAjan_NC_028776(1),PHAGE_Burkho_KL3_NC_015266(1),PHAGE_Pseudo_PS_1_NC_029066(1)",3,28.57%,46.76%,BX470251.1,NA,NA,NA
5,6.3Kb,incomplete(40),"tail,transposase",2035298-2041677,0,7,6,1,100%,0,no,3,"PHAGE_Pseudo_PaBG_NC_022096(2),PHAGE_Bacill_BCD7_NC_019515(2),PHAGE_Sodali_phiSG1_NC_007902(1),PHAGE_Pseudo_Lu11_NC_017972(1),PHAGE_Cyanop_S_TIM5_NC_019516(1),PHAGE_Bacill_SP_15_NC_031245(1)",3,28.57%,45.47%,BX470251.1,NA,NA,NA
6,82.8Kb,intact(150),"tail,recombinase,head,lysis,capsid,transposase",3397151-3480006,0,90,67,23,100%,0,yes,39,"PHAGE_Entero_Arya_NC_031048(32),PHAGE_Haemop_Aaphi23_NC_004827(22),PHAGE_Entero_VT2phi_272_NC_028656(6),PHAGE_Salmon_SEN34_NC_028699(6),PHAGE_Entero_phi80_NC_021190(5),PHAGE_Edward_GF_2_NC_026611(5),PHAGE_Escher_P13374_NC_018846(5),PHAGE_Salmon_SPN3UB_NC_019545(4),PHAGE_Pseudo_YMC11/07/P54_PAE_BP_NC_030909(4),PHAGE_Escher_PA2_NC_028449(3),PHAGE_Cronob_phiES15_NC_018454(3),PHAGE_Phage_Gifsy_2_NC_010393(3),PHAGE_Entero_lambda_NC_001416(3),PHAGE_Salmon_Fels_1_NC_010391(3),PHAGE_Entero_933W_NC_000924(3),PHAGE_Escher_TL_2011c_NC_019442(3),PHAGE_Entero_HK630_NC_019723(3),PHAGE_Shigel_Sf6_NC_005344(2),PHAGE_Psychr_pOW20_A_NC_020841(2),PHAGE_Entero_mEp235_NC_019708(2),PHAGE_Endosy_APSE_1_NC_000935(2),PHAGE_Entero_IME10_NC_019501(2),PHAGE_Salmon_SSU5_NC_018843(2),PHAGE_Entero_HK225_NC_019717(2),PHAGE_Entero_HK97_NC_002167(2),PHAGE_Entero_Sf101_NC_027398(2),PHAGE_Stx2_II_NC_004914(2),PHAGE_Entero_VT2_Sakai_NC_000902(2),PHAGE_Escher_phage_NC_004913(2),PHAGE_Bacter_APSE_2_NC_011551(2),PHAGE_Serrat_Eta_NC_021563(2),PHAGE_Entero_Min27_NC_010237(2),PHAGE_Shigel_Ss_VASD_NC_028685(2),PHAGE_Entero_HK022_NC_002166(2),PHAGE_Salmon_vB_SosS_Oslo_NC_018279(2),PHAGE_Entero_HK633_NC_019719(2),PHAGE_Entero_c_1_NC_019706(2),PHAGE_Stx2_c_86_NC_008464(2),PHAGE_Entero_SfI_NC_027339(2),PHAGE_Escher_slur01_NC_028831(2),PHAGE_Escher_phi191_NC_028660(2),PHAGE_Pseudo_PS_1_NC_029066(2),PHAGE_Cronob_vB_CsaM_GAP32_NC_019401(1),PHAGE_Escher_Av_05_NC_025830(1),PHAGE_Pseudo_vB_PaeS_PAO1_Ab30_NC_026601(1),PHAGE_Entero_RB49_NC_005066(1),PHAGE_Salmon_ST64B_NC_004313(1),PHAGE_Yersin_L_413C_NC_004745(1),PHAGE_Erwini_vB_EamP_S6_NC_019514(1),PHAGE_Entero_mEpX1_NC_019709(1),PHAGE_Entero_SfV_NC_003444(1),PHAGE_Entero_HK629_NC_019711(1),PHAGE_Entero_Phi1_NC_009821(1),PHAGE_Phage_Gifsy_1_NC_010392(1),PHAGE_Bdello_phi1422_NC_019525(1),PHAGE_Pseudo_phiPSA1_NC_024365(1),PHAGE_Entero_9g_NC_024146(1),PHAGE_Vibrio_PVA1_NC_023605(1),PHAGE_Aeromo_phiO18P_NC_009542(1),PHAGE_Pseudo_YMC11/02/R656_NC_028657(1),PHAGE_Pseudo_LPB1_NC_027298(1),PHAGE_Escher_HK75_NC_016160(1),PHAGE_Escher_pro147_NC_028896(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Pseudo_MP22_NC_009818(1),PHAGE_Erwini_PEp14_NC_016767(1),PHAGE_Salmon_HK620_NC_002730(1),PHAGE_Pseudo_JBD88a_NC_020200(1),PHAGE_Acinet_YMC11/12/R2315_NC_028855(1),PHAGE_Yersin_phiR1_37_NC_016163(1),PHAGE_Shigel_SfII_NC_021857(1),PHAGE_Cronob_ENT47670_NC_019927(1),PHAGE_Vibrio_X29_NC_024369(1),PHAGE_Aeromo_CC2_NC_019538(1),PHAGE_Entero_ES18_NC_006949(1),PHAGE_Pseudo_JBD24_NC_020203(1),PHAGE_Escher_pro483_NC_028943(1),PHAGE_Aeromo_25_NC_008208(1),PHAGE_Aeromo_Aes012_NC_020879(1),PHAGE_Escher_HK639_NC_016158(1),PHAGE_Entero_JSE_NC_012740(1),PHAGE_Entero_HK446_NC_019714(1),PHAGE_Klebsi_JD001_NC_020204(1),PHAGE_Salmon_SP_004_NC_021774(1),PHAGE_Stx2_vB_EcoP_24B_NC_027984(1),PHAGE_Vibrio_vB_VchM_138_NC_019518(1),PHAGE_Shigel_SfIV_NC_022749(1),PHAGE_Iodoba_phiPLPE_NC_011142(1),PHAGE_Vibrio_CP_T1_NC_019457(1),PHAGE_Entero_JenP1_NC_029028(1),PHAGE_Entero_HK106_NC_019768(1),PHAGE_Aeromo_31_NC_007022(1),PHAGE_Entero_HK544_NC_019767(1),PHAGE_Vibrio_VBM1_NC_020850(1),PHAGE_Aeromo_65_NC_015251(1),PHAGE_Entero_GEC_3S_NC_025425(1),PHAGE_Pseudo_KPP25_NC_024123(1),PHAGE_Pectob_ZF40_NC_019522(1),PHAGE_Vibrio_ICP1_NC_015157(1),PHAGE_Pseudo_phiCTX_NC_003278(1),PHAGE_Acinet_YMC_13_01_C62_NC_024785(1),PHAGE_Pseudo_F116_NC_006552(1),PHAGE_Aeromo_Aes508_NC_019543(1),PHAGE_Pseudo_H103_NC_028819(1),PHAGE_Escher_phiV10_NC_007804(1),PHAGE_Rhizob_RHEph06_NC_027296(1),PHAGE_Lister_B054_NC_009813(1),PHAGE_Lactob_LBR48_NC_027990(1),PHAGE_Aeromo_44RR2.8t_NC_005135(1),PHAGE_Acinet_phiAC_1_NC_028995(1)",21,35.55%,40.90%,BX470251.1,NA,NA,NA
7,4.9Kb,incomplete(40),"transposase,tail",3504644-3509636,0,8,6,2,100%,0,no,6,"PHAGE_Aeromo_Aes012_NC_020879(1),PHAGE_Salmon_SP_004_NC_021774(1),PHAGE_Ralsto_RSY1_NC_025115(1),PHAGE_Escher_PA2_NC_028449(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Azospi_Cd_NC_010355(1),PHAGE_Entero_WPhi_NC_005056(1),PHAGE_Aeromo_31_NC_007022(1),PHAGE_Entero_VT2phi_272_NC_028656(1),PHAGE_Vibrio_12A10_NC_029067(1),PHAGE_Aeromo_65_NC_015251(1),PHAGE_Sodali_phiSG1_NC_007902(1),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(1),PHAGE_Shigel_SfII_NC_021857(1),PHAGE_Aeromo_phiO18P_NC_009542(1),PHAGE_Aeromo_44RR2.8t_NC_005135(1),PHAGE_Entero_PsP3_NC_005340(1),PHAGE_Entero_fiAA91_ss_NC_022750(1),PHAGE_Aeromo_CC2_NC_019538(1)",1,12.5%,38.79%,BX470251.1,NA,NA,NA
8,24.5Kb,intact(100),"tail,transposase,plate",3512834-3537385,0,27,25,2,100%,0,no,11,"PHAGE_Salmon_SEN34_NC_028699(12),PHAGE_Aggreg_S1249_NC_013597(8),PHAGE_Psychr_pOW20_A_NC_020841(6),PHAGE_Haemop_Aaphi23_NC_004827(4),PHAGE_Bacter_APSE_2_NC_011551(2),PHAGE_Endosy_APSE_1_NC_000935(2),PHAGE_Entero_HK106_NC_019768(2),PHAGE_Entero_HK97_NC_002167(2),PHAGE_Synech_S_SSM7_NC_015287(1),PHAGE_Klebsi_JD001_NC_020204(1),PHAGE_Pseudo_phiPsa374_NC_023601(1),PHAGE_Erwini_phiEa104_NC_015292(1),PHAGE_Aeromo_vB_AsaM_56_NC_019527(1),PHAGE_Shigel_SfIV_NC_022749(1),PHAGE_Staphy_phiPV83_NC_002486(1),PHAGE_Iodoba_phiPLPE_NC_011142(1),PHAGE_Entero_lambda_NC_001416(1),PHAGE_Entero_SfV_NC_003444(1),PHAGE_Prochl_P_SSM2_NC_006883(1),PHAGE_Entero_HK629_NC_019711(1),PHAGE_Entero_VT2phi_272_NC_028656(1),PHAGE_Haemop_HP2_NC_003315(1),PHAGE_Staphy_StauST398_4_NC_023499(1),PHAGE_Pectob_ZF40_NC_019522(1),PHAGE_Prochl_P_TIM68_NC_028955(1),PHAGE_Erwini_phiEa21_4_NC_011811(1),PHAGE_Salmon_SSU5_NC_018843(1),PHAGE_Haemop_HP1_NC_001697(1),PHAGE_Staphy_phiN315_NC_004740(1),PHAGE_Escher_phiSUSP1_NC_028808(1),PHAGE_Sulfol_YNP2_NC_028992(1),PHAGE_Escher_phiSUSP2_NC_028935(1),PHAGE_Stx2_c_86_NC_008464(1),PHAGE_Sulfol_SMV2_NC_029020(1),PHAGE_Escher_phiV10_NC_007804(1),PHAGE_Entero_SfI_NC_027339(1),PHAGE_Edward_GF_2_NC_026611(1),PHAGE_Rhizob_RHEph06_NC_027296(1),PHAGE_Entero_cdtI_NC_009514(1),PHAGE_Yersin_phiR1_37_NC_016163(1),PHAGE_Edward_PEi21_NC_021342(1),PHAGE_Salmon_SPN1S_NC_016761(1),PHAGE_Entero_HK630_NC_019723(1),PHAGE_Salmon_epsilon15_NC_004775(1),PHAGE_Escher_pro483_NC_028943(1),PHAGE_Acinet_phiAC_1_NC_028995(1)",12,44.44%,38.90%,BX470251.1,NA,NA,NA
