header,taxon,protein,sp,description,vog,.species.name,phage.nonphage,source,source.version,acc,n_clstr,nt,perc_id_to_rep,is_rep,virus name,virus lineage,refseq id,KEGG GENOME,KEGG DISEASE,DISEASE,host tax id,host name,domain,phylum,class,order,family.etc,pmid,evidence,sample type,source organism,n.host,viral.family,protClstr,aa,perc.id_protClstr,protClstr_rep
1141141.YP_006986618.1 RNA polymerase sigma factor [Escherichia phage vB_EcoM_ACG-C40],1141141,YP_006986618.1,Escherichia phage vB_EcoM_ACG-C40, RNA polymerase sigma factor,VOG02363,Escherichia phage vB_EcoM_ACG-C40,phage,NCBI Refseq,209,NC_019399,2817,167396,100,TRUE,Escherichia phage vB_EcoM_ACG-C40,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Escherichia virus C40,NC_019399,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,Myoviridae,0,185,100,FALSE
1147094.YP_007007237.1 RNA polymerase sigma factor [Klebsiella phage vB_KleM_RaK2],1147094,YP_007007237.1,Klebsiella phage vB_KleM_RaK2, RNA polymerase sigma factor,VOG02363,Klebsiella phage vB_KleM_RaK2,phage,NCBI Refseq,209,NC_019526,1196,345809,100,TRUE,Klebsiella phage vB_KleM_RaK2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Alcyoneusvirus; Klebsiella virus RaK2,NC_019526,NA,NA,NA,576,Klebsiella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,RefSeq,NA,NA,1,Myoviridae,192,292,100,TRUE
115987.NP_932402.1 RNA polymerase sigma factor [Aeromonas virus 44RR2],115987,NP_932402.1,Aeromonas virus 44RR2, RNA polymerase sigma factor,VOG02363,Aeromonas virus 44RR2,phage,NCBI Refseq,209,NC_005135,3053,173591,100,TRUE,Aeromonas virus 44RR2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Biquartavirus,NC_005135,NA,NA,NA,645,Aeromonas salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,94,172,100,TRUE
115991.YP_239026.1 RNA polymerase sigma factor [Escherichia virus RB43],115991,YP_239026.1,Escherichia virus RB43, RNA polymerase sigma factor,VOG02363,Escherichia virus RB43,phage,NCBI Refseq,209,NC_007023,2924,180500,100,TRUE,Escherichia virus RB43,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Pseudotevenvirus,NC_007023,NA,NA,NA,543,Enterobacteriaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,6,171,99.42,FALSE
115992.YP_008125262.1 sigma factor for late transcription [Vibrio phage nt-1 (nt-1)],115992,YP_008125262.1,Vibrio phage nt-1 (nt-1), sigma factor for late transcription,VOG02363,Vibrio phage nt-1 (nt-1),phage,NCBI Refseq,209,NC_021529,3713,247511,100,TRUE,Vibrio phage nt-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Schizotequatrovirus; Vibrio virus nt1,NC_021529,NA,NA,NA,691,Vibrio natriegens,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio; Vibrio harveyi group,NA,RefSeq,NA,NA,1,Myoviridae,132,171,100,TRUE
1198013.YP_007010738.1 sigma factor [Aeromonas phage Aes508],1198013,YP_007010738.1,Aeromonas phage Aes508, sigma factor,VOG02363,Aeromonas phage Aes508,phage,NCBI Refseq,209,NC_019543,3249,160646,100,TRUE,Aeromonas phage Aes508,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tulanevirus; Aeromonas virus Aes508,NC_019543,NA,NA,NA,645,Aeromonas salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,RefSeq,NA,NA,1,Myoviridae,9,172,100,TRUE
1198014.YP_007677765.1 RNA polymerase sigma factor [Aeromonas phage Aes012],1198014,YP_007677765.1,Aeromonas phage Aes012, RNA polymerase sigma factor,VOG02363,Aeromonas phage Aes012,phage,NCBI Refseq,209,NC_020879,3253,161978,100,TRUE,Aeromonas phage Aes012,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tulanevirus; Aeromonas virus Aes12,NC_020879,NA,NA,NA,647,Aeromonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,RefSeq,NA,NA,1,Myoviridae,9,172,100,FALSE
1204516.YP_007010288.1 RNA polymerase sigma factor [Aeromonas phage CC2],1204516,YP_007010288.1,Aeromonas phage CC2, RNA polymerase sigma factor,VOG02363,Aeromonas phage CC2,phage,NCBI Refseq,209,NC_019538,2768,231743,100,TRUE,Aeromonas phage CC2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Emmerichvirinae; Ceceduovirus; Aeromonas virus CC2,NC_019538,NA,NA,NA,644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,RefSeq,NA,NA,1,Myoviridae,40,183,100,TRUE
1204522.YP_009102539.1 RNA polymerase sigma factor [Escherichia phage ECML-134],1204522,YP_009102539.1,Escherichia phage ECML-134, RNA polymerase sigma factor,VOG02363,Escherichia phage ECML-134,phage,NCBI Refseq,209,NC_025449,2903,166783,100,TRUE,Escherichia phage ECML-134,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Escherichia virus ECML134,NC_025449,NA,NA,NA,83334,Escherichia coli O157:H7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,Myoviridae,0,185,100,FALSE
1204523.YP_009101582.1 hypothetical protein [Escherichia phage ECML-4],1204523,YP_009101582.1,Escherichia phage ECML-4, hypothetical protein,VOG02363,Escherichia phage ECML-4,phage,NCBI Refseq,209,NC_025446,3327,157308,100,TRUE,Escherichia phage ECML-4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; Escherichia virus ECML4,NC_025446,NA,NA,NA,83334,Escherichia coli O157:H7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,Ackermannviridae,12,256,97.27,FALSE
1204528.YP_007236163.1 hypothetical protein [Salmonella phage SKML-39],1204528,YP_007236163.1,Salmonella phage SKML-39, hypothetical protein,VOG02363,Salmonella phage SKML-39,phage,NCBI Refseq,209,NC_019910,3198,159624,100,TRUE,Salmonella phage SKML-39,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Aglimvirinae; Agtrevirus; Salmonella virus SKML39,NC_019910,NA,NA,NA,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,24228226,Literature,NA,NA,1,Ackermannviridae,57,242,100,TRUE
1204530.YP_009617685.1 hypothetical protein [Salmonella phage STML-13-1],1204530,YP_009617685.1,Salmonella phage STML-13-1, hypothetical protein,VOG02363,Salmonella phage STML-13-1,phage,NCBI Refseq,209,NC_042061,3315,157235,100,TRUE,Salmonella phage STML-13-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; Salmonella virus STML131,NC_042061,NA,NA,NA,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA,NA,NA,1,Ackermannviridae,12,256,96.48,FALSE
1204531.YP_009148048.1 RNA polymerase subunit sigma [Salmonella phage STML-198],1204531,YP_009148048.1,Salmonella phage STML-198, RNA polymerase subunit sigma,VOG02363,Salmonella phage STML-198,phage,NCBI Refseq,209,NC_027344,3309,158099,100,TRUE,Salmonella phage STML-198,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Gelderlandvirus; Salmonella virus STML198,NC_027344,NA,NA,NA,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA,NA,NA,1,Myoviridae,19,179,100,FALSE
1206558.YP_007235901.1 T4-like phage RNA polymerase sigma factor for late transcription [Yersinia phage phiR1-RT],1206558,YP_007235901.1,Yersinia phage phiR1-RT, T4-like phage RNA polymerase sigma factor for late transcription,VOG02363,Yersinia phage phiR1-RT,phage,NCBI Refseq,209,NC_019909,2824,168809,100,TRUE,Yersinia phage phiR1-RT,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tegunavirus; Yersinia virus R1RT,NC_019909,NA,NA,NA,630,Yersinia enterocolitica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Yersinia,NA,RefSeq,NA,NA,1,Myoviridae,37,115,100,FALSE
1206560.YP_009149307.1 RNA polymerase sigma factor [Yersinia phage phiD1],1206560,YP_009149307.1,Yersinia phage phiD1, RNA polymerase sigma factor,VOG02363,Yersinia phage phiD1,phage,NCBI Refseq,209,NC_027353,2901,167063,100,TRUE,Yersinia phage phiD1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Yersinia virus D1,NC_027353,NA,NA,NA,632,Yersinia pestis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex,NA,RefSeq,NA,NA,1,Myoviridae,0,185,100,FALSE
1211280.YP_009217495.1 T4-like phage RNA polymerase sigma factor forlate transcription [Stenotrophomonas phage IME13],1211280,YP_009217495.1,Stenotrophomonas phage IME13, T4-like phage RNA polymerase sigma factor forlate transcription,VOG02363,Stenotrophomonas phage IME13,phage,NCBI Refseq,209,NC_029000,3233,162327,100,TRUE,Stenotrophomonas phage IME13,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tulanevirus; Stenotrophomonas virus IME13,NC_029000,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,RefSeq,NA,NA,1,Myoviridae,9,172,100,FALSE
1222338.YP_009118726.1 Putative sigma factor for T4 late transcription [Enterobacteria phage GEC-3S],1222338,YP_009118726.1,Enterobacteria phage GEC-3S, Putative sigma factor for T4 late transcription,VOG02363,Enterobacteria phage GEC-3S,phage,NCBI Refseq,209,NC_025425,2877,163424,100,TRUE,Enterobacteria phage GEC-3S,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Krischvirus; Escherichia virus GEC3S,NC_025425,NA,NA,NA,1038927,Escherichia coli O104:H4,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,Myoviridae,13,177,100,TRUE
1229752.YP_006908182.1 sigma factor for late transcription [Campylobacter phage CP30A],1229752,YP_006908182.1,Campylobacter phage CP30A, sigma factor for late transcription,VOG02363,Campylobacter phage CP30A,phage,NCBI Refseq,209,NC_018861,2435,133572,100,TRUE,Campylobacter phage CP30A,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Eucampyvirinae; Fletchervirus; Campylobacter virus CP30A,NC_018861,NA,NA,NA,32022,Campylobacter jejuni subsp. jejuni,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales; Campylobacteraceae; Campylobacter; Campylobacter jejuni,NA,RefSeq,NA,NA,2,Myoviridae,14,279,97.49000000000001,FALSE
12353.NP_861761.1 RNA polymerase sigma factor [Escherichia phage RB69 (RB69)],12353,NP_861761.1,Escherichia phage RB69 (RB69), RNA polymerase sigma factor,VOG02363,Escherichia phage RB69 (RB69),phage,NCBI Refseq,209,NC_004928,2792,167560,100,TRUE,Escherichia phage RB69,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Mosigvirus; Escherichia virus RB69,NC_004928,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,"RefSeq, UniProt",NA,NA,1,Myoviridae,3,185,100,TRUE
1262513.YP_007349087.1 sigma factor for late transcription [Serratia phage phiMAM1],1262513,YP_007349087.1,Serratia phage phiMAM1, sigma factor for late transcription,VOG02363,Serratia phage phiMAM1,phage,NCBI Refseq,209,NC_020083,3296,157834,100,TRUE,Serratia phage phiMAM1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Miltonvirus; Serratia virus MAM1,NC_020083,NA,NA,NA,616,Serratia sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Serratia,NA,RefSeq,NA,NA,1,Ackermannviridae,54,254,100,TRUE
1262539.YP_009006358.1 RNA polymerase sigma factor [Vibrio phage VH7D],1262539,YP_009006358.1,Vibrio phage VH7D, RNA polymerase sigma factor,VOG02363,Vibrio phage VH7D,phage,NCBI Refseq,209,NC_023568,3661,246964,100,TRUE,Vibrio phage VH7D,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Schizotequatrovirus; unclassified Schizotequatrovirus,NC_023568,NA,NA,NA,669,Vibrio harveyi,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio; Vibrio harveyi group,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,35,170,100,TRUE
1273738.YP_009150844.1 RNA polymerase sigma factor [Escherichia phage PBECO4],1273738,YP_009150844.1,Escherichia phage PBECO4, RNA polymerase sigma factor,VOG02363,Escherichia phage PBECO4,phage,NCBI Refseq,209,NC_027364,1297,348113,100,TRUE,Escherichia phage PBECO4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Asteriusvirus; Escherichia virus PBECO4,NC_027364,NA,NA,NA,1045010,Escherichia coli O157,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,Myoviridae,88,279,100,TRUE
1278479.YP_009301643.1 RNA polymerase sigma factor for latetranscription [Cyanophage S-RIM32],1278479,YP_009301643.1,Cyanophage S-RIM32, RNA polymerase sigma factor for latetranscription,VOG02363,Cyanophage S-RIM32,phage,NCBI Refseq,209,NC_031235,2988,194437,100,TRUE,Cyanophage S-RIM32,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031235,NA,NA,NA,1131,Synechococcus sp.,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,33,164,100,TRUE
1278485.YP_009783274.1 RNA polymerase sigma factor for late transcription [Cyanophage S-RIM44],1278485,YP_009783274.1,Cyanophage S-RIM44, RNA polymerase sigma factor for late transcription,VOG02363,Cyanophage S-RIM44,phage,NCBI Refseq,209,NC_047734,2973,197450,100,TRUE,Cyanophage S-RIM44,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Vellamovirus; Synechococcus virus SRIM44,NC_047734,NA,NA,NA,1129,Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,NA,RefSeq,NA,NA,1,Myoviridae,33,164,96.95,FALSE
1283076.YP_007517965.1 sigma factor for late transcription [Pelagibacter phage HTVC008M],1283076,YP_007517965.1,Pelagibacter phage HTVC008M, sigma factor for late transcription,VOG02363,Pelagibacter phage HTVC008M,phage,NCBI Refseq,209,NC_020484,3075,147284,100,TRUE,Pelagibacter phage HTVC008M,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_020484,NA,NA,NA,335992,Candidatus Pelagibacter ubique HTCC1062,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,113,185,100,TRUE
1307804.YP_008060575.1 sigma factor for late transcription [Escherichia phage Lw1],1307804,YP_008060575.1,Escherichia phage Lw1, sigma factor for late transcription,VOG02363,Escherichia phage Lw1,phage,NCBI Refseq,209,NC_021344,2944,176227,100,TRUE,Escherichia phage Lw1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Pseudotevenvirus; Escherichia virus Lw1,NC_021344,NA,NA,NA,469008,Escherichia coli BL21(DE3),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,Myoviridae,6,171,98.25,FALSE
1327935.YP_009196622.1 putative RNA polymerase sigma factor [Cronobacter phage S13],1327935,YP_009196622.1,Cronobacter phage S13, putative RNA polymerase sigma factor,VOG02363,Cronobacter phage S13,phage,NCBI Refseq,209,NC_028773,2935,182145,100,TRUE,Cronobacter phage S13,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_028773,NA,NA,NA,28141,Cronobacter sakazakii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Cronobacter,NA,"Literature, NCBI Virus, RefSeq",NA,NA,1,Myoviridae,168,175,100,TRUE
1340810.YP_009008257.1 sigma factor [Synechococcus phage ACG-2014h],1340810,YP_009008257.1,Synechococcus phage ACG-2014h, sigma factor,VOG02363,Synechococcus phage ACG-2014h,phage,NCBI Refseq,209,NC_023587,2980,189311,100,TRUE,Synechococcus phage ACG-2014h,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_023587,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,148,164,100,TRUE
1340812.YP_009007984.1 sigma factor for late transcription [Synechococcus phage S-MbCM100],1340812,YP_009007984.1,Synechococcus phage S-MbCM100, sigma factor for late transcription,VOG02363,Synechococcus phage S-MbCM100,phage,NCBI Refseq,209,NC_023584,2996,170438,100,TRUE,Synechococcus phage S-MbCM100,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; Synechococcus virus SMbCM100,NC_023584,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,Myoviridae,162,156,100,TRUE
1351740.YP_009153665.1 RNA polymerase sigma factor [Yersinia phage PST],1351740,YP_009153665.1,Yersinia phage PST, RNA polymerase sigma factor,VOG02363,Yersinia phage PST,phage,NCBI Refseq,209,NC_027404,2801,167785,100,TRUE,Yersinia phage PST,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Yersinia virus PST,NC_027404,NA,NA,NA,633,Yersinia pseudotuberculosis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex,24951563,Literature,NA,NA,1,Myoviridae,0,185,100,FALSE
1357423.YP_009142961.1 sigma factor for late transcription [Sinorhizobium phage phiM12],1357423,YP_009142961.1,Sinorhizobium phage phiM12, sigma factor for late transcription,VOG02363,Sinorhizobium phage phiM12,phage,NCBI Refseq,209,NC_027204,2982,194701,100,TRUE,Sinorhizobium phage phiM12,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Emdodecavirus; Sinorhizobium virus M12,NC_027204,NA,NA,NA,382,Sinorhizobium meliloti,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae; Sinorhizobium,NA,RefSeq,NA,NA,1,Myoviridae,97,193,100,TRUE
1357714.YP_009098909.1 RNA polymerase sigma factor for late transcription [Caulobacter phage Cr30],1357714,YP_009098909.1,Caulobacter phage Cr30, RNA polymerase sigma factor for late transcription,VOG02363,Caulobacter phage Cr30,phage,NCBI Refseq,209,NC_025422,3288,155997,100,TRUE,Caulobacter phage Cr30,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_025422,NA,NA,NA,190650,Caulobacter vibrioides CB15,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae; Caulobacter; Caulobacter vibrioides,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,257,196,100,TRUE
1391224.YP_009056654.1 RNA polymerase sigma factor [Escherichia phage vB_EcoM_PhAPEC2],1391224,YP_009056654.1,Escherichia phage vB_EcoM_PhAPEC2, RNA polymerase sigma factor,VOG02363,Escherichia phage vB_EcoM_PhAPEC2,phage,NCBI Refseq,209,NC_024794,2807,167318,100,TRUE,Escherichia phage vB_EcoM_PhAPEC2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Mosigvirus; Escherichia virus PhAPEC2,NC_024794,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,Myoviridae,3,185,99.46000000000001,FALSE
1406794.YP_008771721.1 RNA polymerase sigma factor [Salmonella phage Marshall],1406794,YP_008771721.1,Salmonella phage Marshall, RNA polymerase sigma factor,VOG02363,Salmonella phage Marshall,phage,NCBI Refseq,209,NC_022772,3261,156338,100,TRUE,Salmonella phage Marshall,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; Salmonella virus Marshall,NC_022772,NA,NA,NA,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,RefSeq,NA,NA,1,Ackermannviridae,206,261,100,TRUE
